id,split,text,text_clean,label,label_name,n_words,n_chars,has_negation
train_014159,train,i cant do anything about it except for feel devastated i cant do anything practical about it yet,i cant do anything about it except for feel devastated i cant do anything practical about it yet,0,sadness,18,96,1
train_014160,train,i can feel our blessings and i am so very very thankful,i can feel our blessings and i am so very very thankful,1,joy,12,55,0
train_014161,train,i feel nervous when anyone gets too close,i feel nervous when anyone gets too close,4,fear,8,41,0
train_014162,train,i like to add a slice of cheese and some pepper to the egg and when i am feeling naughty i like to add some chocolate chips to my trail mix another treat i am loving as a pregnant mom who often craves a sweet but doesn t want to overload on sugar or empty calories is zico coconut water in chocolate,i like to add a slice of cheese and some pepper to the egg and when i am feeling naughty i like to add some chocolate chips to my trail mix another treat i am loving as a pregnant mom who often craves a sweet but doesn t want to overload on sugar or empty calories is zico coconut water in chocolate,2,love,62,299,0
train_014163,train,i feel special joy in your elevation to this post,i feel special joy in your elevation to this post,1,joy,10,49,0
train_014164,train,i look hot i get leers that make me feel like i might get assaulted,i look hot i get leers that make me feel like i might get assaulted,4,fear,15,67,0
train_014165,train,i would feel awkward when someone tells his or her feelings towards me,i would feel awkward when someone tells his or her feelings towards me,0,sadness,13,70,0
train_014166,train,i have been on the receiving end of every one of the above so i know firsthand how they make you feel and so do plenty of other people many are strangers on the street that are convinced they must know mom from somewhere because she surely does know them,i have been on the receiving end of every one of the above so i know firsthand how they make you feel and so do plenty of other people many are strangers on the street that are convinced they must know mom from somewhere because she surely does know them,1,joy,50,254,0
train_014167,train,i feel the cool in their wings as they brush my face and walk across my outstretched hand,i feel the cool in their wings as they brush my face and walk across my outstretched hand,1,joy,18,89,0
train_014168,train,i often feel that everything around me is so vain and purposeless,i often feel that everything around me is so vain and purposeless,0,sadness,12,65,0
train_014169,train,i love it dont get me wrong i just dont want to keep feeling lame whilst i learn,i love it dont get me wrong i just dont want to keep feeling lame whilst i learn,0,sadness,18,80,1
train_014170,train,im feeling really really left out and somewhat dissatisfied with everything,im feeling really really left out and somewhat dissatisfied with everything,3,anger,11,75,0
train_014171,train,i know how that feels hermione said in a surprisingly sympathetic voice,i know how that feels hermione said in a surprisingly sympathetic voice,2,love,12,71,0
train_014172,train,i dont know why i feel joyful that people went to my blog today and saw one of the entries,i dont know why i feel joyful that people went to my blog today and saw one of the entries,1,joy,20,90,1
train_014173,train,i am feeling romantic on this beautiful summers day rel bookmark permalink,i am feeling romantic on this beautiful summers day rel bookmark permalink,2,love,12,74,0
train_014174,train,i generally use this icon when im feeling playful or childish which is a fairly large percentage of the time,i generally use this icon when im feeling playful or childish which is a fairly large percentage of the time,1,joy,20,108,0
train_014175,train,i hadnt but i told him that it had to be coming soon because i had been feeling all of the symptoms crampy tender tired etc,i hadnt but i told him that it had to be coming soon because i had been feeling all of the symptoms crampy tender tired etc,2,love,26,123,0
train_014176,train,im feeling a real casual day ill go for brown eyeliner instead,im feeling a real casual day ill go for brown eyeliner instead,1,joy,12,62,0
train_014177,train,i di spazzola prima di andare a dormire one hundred strokes of the brush before bed though she didnt support the film because she feels that its not loyal to her novel,i di spazzola prima di andare a dormire one hundred strokes of the brush before bed though she didnt support the film because she feels that its not loyal to her novel,2,love,32,167,1
